filename,Anth,Bio,Geo,Sil
0020-28042016_316.wav,0,0,0,1
0020-28042016_317.wav,0,1,0,0
0020-28042016_318.wav,0,0,0,1
0020-28042016_319.wav,0,0,0,1
0020-28042016_8.wav,0,0,0,1
0020-28042016_82.wav,0,0,0,1
0020-28042016_83.wav,0,0,0,1
0020-28042016_84.wav,0,0,0,1
0020-28042016_85.wav,0,0,0,1
0020-28042016_86.wav,0,0,0,1
0020-28042016_87.wav,0,0,0,1
0020-28042016_88.wav,0,0,0,1
0020-28062016_58.wav,0,1,0,0
0020-30032016_61.wav,0,0,0,1
0030-02062016_44.wav,0,0,1,0
0030-04072016_289.wav,0,0,1,0
0030-06062016_288.wav,0,0,0,1
0030-07032016_115.wav,0,0,0,1
0030-09072016_257.wav,0,0,0,1
0030-10062016_54.wav,0,0,0,1
0030-14052016_76.wav,0,0,0,1
0030-14062016_10.wav,0,0,0,1
0030-14062016_101.wav,0,0,0,1
0030-14062016_102.wav,0,1,0,0
0030-14062016_103.wav,0,0,0,1
0030-14062016_104.wav,0,1,0,0
0030-14062016_105.wav,0,1,0,0
0030-14062016_107.wav,0,0,0,1
0030-14062016_108.wav,0,0,0,1
0030-14062016_109.wav,0,0,0,1
0030-16072016_7.wav,0,0,0,1
0030-16072016_70.wav,0,0,0,1
0030-16072016_71.wav,0,0,0,1
0030-16072016_72.wav,0,0,0,1
0030-16072016_73.wav,0,0,0,1
0030-16072016_74.wav,0,0,0,1
0030-16072016_75.wav,0,0,0,1
0030-16072016_78.wav,0,1,0,0
0030-19072016_287.wav,0,0,0,1
0030-20042016_315.wav,0,0,0,1
0030-20062016_30.wav,0,0,0,1
0030-20062016_301.wav,0,0,0,1
0030-20062016_303.wav,0,0,0,1
0030-20062016_304.wav,0,0,0,1
0030-20062016_305.wav,0,0,0,1
0030-20062016_307.wav,0,0,0,1
0030-20062016_308.wav,0,0,1,0
0030-20062016_309.wav,0,0,0,1
0030-22052016_115.wav,0,0,0,1
0030-22072016_330.wav,0,0,0,1
0030-28062016_28.wav,0,0,0,1
0030-28062016_281.wav,0,0,1,0
0030-28062016_282.wav,0,0,1,0
0030-28062016_283.wav,0,0,0,1
0030-28062016_284.wav,1,0,0,0
0030-28062016_285.wav,0,0,1,0
0030-28062016_286.wav,0,0,1,0
0030-28062016_287.wav,0,0,1,0
0030-28062016_289.wav,0,0,1,0
0030-29062016_140.wav,0,0,0,1
0040-04042016_229.wav,0,0,0,1
0040-06062016_129.wav,0,0,0,1
0040-06062016_47.wav,1,0,0,0
0040-07052016_223.wav,0,0,0,1
0040-10062016_235.wav,0,0,0,1
0040-10072016_278.wav,0,0,0,1
0040-15062016_107.wav,0,0,0,1
0040-16052016_330.wav,0,0,0,1
0040-17062016_135.wav,1,0,0,0
0040-18072016_236.wav,0,1,0,0
0040-19032016_44.wav,1,0,0,0
0040-22042016_45.wav,0,0,0,1
0040-25042016_147.wav,0,0,0,1
0040-25062016_171.wav,0,0,1,0
0040-25062016_224.wav,0,0,0,1
0040-26032016_240.wav,0,0,0,1
0040-28042016_46.wav,0,0,0,1
0050-02072016_234.wav,0,0,0,1
0050-03052016_315.wav,0,0,0,1
0050-04052016_285.wav,0,0,0,1
0050-04072016_199.wav,0,0,0,1
0050-09072016_171.wav,0,0,0,1
0050-13062016_42.wav,0,0,0,1
0050-13072016_43.wav,0,0,1,0
0050-14062016_216.wav,0,0,0,1
0050-22032016_233.wav,0,0,0,1
0050-23052016_46.wav,0,0,0,1
0050-25042016_107.wav,0,0,0,1
0050-25062016_21.wav,0,0,1,0
0050-25062016_210.wav,0,0,0,1
0050-25062016_211.wav,0,0,0,1
0050-25062016_212.wav,0,0,0,1
0050-25062016_214.wav,1,0,0,0
0050-25062016_216.wav,0,0,0,1
0050-25062016_217.wav,0,0,0,1
0050-25062016_218.wav,1,0,0,0
0050-27052016_107.wav,0,0,0,1
0100-01062016_299.wav,1,0,0,0
0100-03052016_88.wav,0,0,0,1
0100-04062016_115.wav,0,0,0,1
0100-06072016_281.wav,0,0,0,1
0100-14042016_66.wav,1,0,0,0
0100-14052016_283.wav,0,0,0,1
0100-16062016_130.wav,0,0,0,1
0100-20072016_10.wav,0,0,0,1
0100-20072016_102.wav,0,0,0,1
0100-20072016_103.wav,0,0,0,1
0100-20072016_104.wav,0,1,0,0
0100-20072016_105.wav,0,0,0,1
0100-20072016_107.wav,0,1,0,0
0100-20072016_108.wav,0,1,0,0
0100-20072016_109.wav,0,1,0,0
0100-20072016_47.wav,0,1,0,0
0100-21062016_117.wav,0,0,0,1
0100-21072016_38.wav,0,1,0,0
0100-22052016_47.wav,0,0,0,1
0100-25052016_303.wav,0,0,0,1
0100-26032016_46.wav,0,0,1,0
0100-26072016_324.wav,0,0,0,1
0100-27072016_18.wav,1,0,0,0
0100-27072016_183.wav,0,0,0,1
0100-28042016_130.wav,0,0,0,1
0100-30062016_330.wav,0,0,0,1
0100-31052016_140.wav,0,0,0,1
0110-03062016_72.wav,0,0,0,1
0110-08072016_129.wav,0,0,0,1
0110-11062016_261.wav,0,0,0,1
0110-12072016_235.wav,0,0,0,1
0110-13062016_68.wav,0,0,1,0
0110-15072016_316.wav,0,0,0,1
0110-16042016_113.wav,0,0,0,1
0110-19062016_141.wav,0,0,0,1
0110-22062016_289.wav,0,0,0,1
0110-23062016_292.wav,0,0,0,1
0110-24062016_286.wav,0,0,0,1
0110-26032016_325.wav,0,0,0,1
0110-27052016_239.wav,0,0,0,1
0110-28062016_38.wav,0,0,0,1
0120-01072016_313.wav,0,0,0,1
0120-03052016_281.wav,0,0,0,1
0120-06062016_217.wav,0,0,0,1
0120-07062016_225.wav,0,0,0,1
0120-10062016_143.wav,0,1,0,0
0120-11062016_310.wav,0,0,0,1
0120-12042016_231.wav,0,1,0,0
0120-13032016_30.wav,0,0,0,1
0120-13032016_301.wav,0,0,0,1
0120-13032016_303.wav,0,0,0,1
0120-13032016_304.wav,0,0,0,1
0120-13032016_305.wav,0,0,0,1
0120-13032016_306.wav,0,0,0,1
0120-13032016_307.wav,0,0,1,0
0120-13032016_309.wav,0,0,0,1
0120-13062016_113.wav,1,0,0,0
0120-14062016_230.wav,0,0,0,1
0120-15042016_224.wav,1,0,0,0
0120-16042016_40.wav,0,0,1,0
0120-20062016_325.wav,0,0,0,1
0120-20062016_49.wav,0,0,0,1
0120-23032016_303.wav,0,0,0,1
0120-24042016_234.wav,0,0,0,1
0120-26062016_282.wav,0,0,0,1
0120-26062016_4.wav,0,0,0,1
0120-27062016_63.wav,0,0,1,0
0120-28032016_41.wav,1,0,0,0
0120-29032016_326.wav,0,0,1,0
0120-30052016_211.wav,0,0,0,1
0130-01062016_316.wav,0,0,0,1
0130-02062016_212.wav,0,0,0,1
0130-02072016_143.wav,0,1,0,0
0130-03032016_287.wav,0,0,0,1
0130-03072016_312.wav,0,0,0,1
0130-04072016_118.wav,0,0,0,1
0130-06052016_224.wav,0,0,0,1
0130-12062016_22.wav,0,0,1,0
0130-12062016_220.wav,0,0,0,1
0130-12062016_221.wav,0,0,0,1
0130-12062016_223.wav,0,0,0,1
0130-12062016_224.wav,0,0,0,1
0130-12062016_225.wav,0,0,0,1
0130-12062016_226.wav,0,0,0,1
0130-12062016_227.wav,0,0,0,1
0130-12062016_228.wav,0,0,0,1
0130-12062016_229.wav,0,0,0,1
0130-13042016_7.wav,0,0,1,0
0130-13042016_70.wav,0,0,1,0
0130-13042016_71.wav,0,0,1,0
0130-13042016_72.wav,0,0,1,0
0130-13042016_74.wav,0,0,0,1
0130-13042016_75.wav,0,0,1,0
0130-14052016_292.wav,0,1,0,0
0130-14072016_274.wav,0,0,0,1
0130-18042016_10.wav,0,0,0,1
0130-18042016_104.wav,0,0,0,1
0130-18042016_105.wav,0,0,0,1
0130-18042016_107.wav,0,0,0,1
0130-18042016_108.wav,0,0,1,0
0130-18042016_109.wav,0,0,0,1
0130-18062016_280.wav,0,0,0,1
0130-19042016_118.wav,0,0,0,1
0130-21062016_19.wav,0,0,1,0
0130-21062016_190.wav,0,0,0,1
0130-21062016_192.wav,0,0,1,0
0130-21062016_193.wav,0,0,1,0
0130-21062016_194.wav,0,0,0,1
0130-21062016_195.wav,0,0,0,1
0130-21062016_196.wav,1,0,0,0
0130-21062016_197.wav,0,0,0,1
0130-21062016_198.wav,0,0,1,0
0130-21062016_199.wav,0,0,0,1
0130-24052016_48.wav,0,0,1,0
0130-25062016_35.wav,0,0,0,1
0130-26062016_36.wav,0,0,0,1
0130-28052016_113.wav,0,0,0,1
0130-28062016_7.wav,0,0,0,1
0130-28062016_70.wav,0,0,0,1
0130-28062016_71.wav,0,0,0,1
0130-28062016_72.wav,0,0,0,1
0130-28062016_73.wav,0,0,0,1
0130-28062016_74.wav,0,0,0,1
0130-28062016_75.wav,0,1,0,0
0130-28062016_78.wav,0,1,0,0
0130-31052016_130.wav,0,0,0,1
0140-10032016_277.wav,0,0,0,1
0140-12052016_12.wav,0,0,0,1
0140-12052016_120.wav,1,0,0,0
0140-12052016_122.wav,0,0,1,0
0140-12052016_125.wav,0,0,0,1
0140-12052016_126.wav,0,0,0,1
0140-12052016_127.wav,0,0,0,1
0140-12052016_128.wav,0,0,0,1
0140-12052016_129.wav,0,0,0,1
0140-12052016_72.wav,0,0,0,1
0140-13052016_225.wav,0,0,0,1
0140-15062016_115.wav,0,0,0,1
0140-16062016_283.wav,0,0,0,1
0140-19042016_316.wav,0,0,0,1
0140-23042016_76.wav,0,0,0,1
0140-25032016_13.wav,0,0,0,1
0140-25032016_139.wav,0,0,0,1
0140-25042016_54.wav,0,0,0,1
0140-30062016_212.wav,0,0,0,1
0150-01042016_214.wav,0,0,0,1
0150-01052016_141.wav,0,0,0,1
0150-03042016_3.wav,0,0,0,1
0150-03042016_30.wav,0,0,0,1
0150-03042016_301.wav,0,0,0,1
0150-03042016_303.wav,0,0,0,1
0150-03042016_304.wav,0,0,0,1
0150-03042016_305.wav,0,0,0,1
0150-03042016_306.wav,0,0,1,0
0150-03042016_307.wav,0,1,0,0
0150-03042016_309.wav,0,0,0,1
0150-03042016_311.wav,1,0,0,0
0150-03042016_313.wav,0,0,0,1
0150-03042016_314.wav,0,0,0,1
0150-03042016_316.wav,0,0,0,1
0150-03042016_317.wav,0,0,0,1
0150-03042016_318.wav,0,0,0,1
0150-03042016_32.wav,0,0,0,1
0150-03042016_321.wav,0,0,1,0
0150-03042016_322.wav,0,0,0,1
0150-03042016_324.wav,0,0,0,1
0150-03042016_325.wav,0,0,0,1
0150-03042016_326.wav,0,1,0,0
0150-03042016_329.wav,0,0,0,1
0150-03042016_331.wav,0,0,0,1
0150-03042016_34.wav,0,0,0,1
0150-03042016_36.wav,0,0,0,1
0150-03042016_38.wav,0,0,0,1
0150-03042016_39.wav,0,0,0,1
0150-05042016_232.wav,0,0,1,0
0150-07032016_143.wav,0,0,0,1
0150-07072016_286.wav,0,0,0,1
0150-15062016_210.wav,0,0,0,1
0150-16042016_57.wav,1,0,0,0
0150-16062016_313.wav,0,0,0,1
0150-16072016_149.wav,0,0,0,1
0150-17072016_250.wav,0,0,1,0
0150-17072016_251.wav,0,0,1,0
0150-17072016_252.wav,0,0,1,0
0150-17072016_255.wav,1,1,0,0
0150-17072016_256.wav,0,1,0,0
0150-17072016_257.wav,0,0,0,1
0150-17072016_258.wav,0,0,0,1
0150-17072016_259.wav,0,1,1,0
0150-19032016_7.wav,0,0,0,1
0150-19032016_70.wav,0,0,0,1
0150-19032016_71.wav,0,0,0,1
0150-19032016_72.wav,0,0,0,1
0150-19032016_74.wav,0,0,0,1
0150-19032016_75.wav,0,0,0,1
0150-19032016_78.wav,0,0,0,1
0150-19062016_128.wav,0,1,0,0
0150-22072016_232.wav,0,0,0,1
0150-24042016_254.wav,0,0,0,1
0150-28062016_20.wav,0,0,0,1
0150-28062016_200.wav,0,0,0,1
0150-28062016_201.wav,0,0,0,1
0150-28062016_202.wav,0,0,0,1
0150-28062016_203.wav,0,0,0,1
0150-28062016_204.wav,0,0,0,1
0150-28062016_205.wav,0,0,0,1
0150-28062016_206.wav,1,0,0,0
0150-28062016_207.wav,0,0,0,1
0150-28062016_208.wav,0,0,0,1
0150-28062016_209.wav,0,0,0,1
0150-28062016_265.wav,0,0,1,0
0150-29052016_208.wav,0,0,0,1
0200-01062016_6.wav,0,0,1,0
0200-01062016_64.wav,0,1,0,0
0200-01062016_65.wav,0,0,0,1
0200-01062016_66.wav,0,0,0,1
0200-01062016_67.wav,0,0,1,0
0200-01062016_68.wav,0,0,0,1
0200-01062016_69.wav,0,0,0,1
0200-02042016_274.wav,0,0,0,1
0200-02072016_12.wav,0,0,0,1
0200-02072016_122.wav,0,0,1,0
0200-02072016_124.wav,0,0,0,1
0200-02072016_125.wav,0,0,0,1
0200-04062016_54.wav,0,0,0,1
0200-05052016_316.wav,0,0,0,1
0200-05072016_225.wav,0,0,0,1
0200-06042016_61.wav,0,0,1,0
0200-06072016_148.wav,0,0,1,0
0200-07052016_299.wav,0,0,0,1
0200-07062016_240.wav,0,0,0,1
0200-08052016_234.wav,0,0,0,1
0200-09062016_8.wav,0,0,1,0
0200-09062016_82.wav,0,1,1,0
0200-09062016_83.wav,0,0,1,0
0200-09062016_84.wav,0,0,1,0
0200-09062016_85.wav,0,0,1,0
0200-09062016_86.wav,0,0,1,0
0200-09062016_87.wav,0,0,0,1
0200-09062016_88.wav,0,0,0,1
0200-10062016_326.wav,0,0,0,1
0200-10072016_39.wav,0,0,0,1
0200-14062016_135.wav,0,0,0,1
0200-14062016_147.wav,0,0,0,1
0200-16072016_310.wav,0,0,0,1
0200-17052016_209.wav,0,0,0,1
0200-17052016_217.wav,0,0,0,1
0200-23042016_324.wav,0,0,0,1
0200-23062016_32.wav,0,0,0,1
0200-23062016_320.wav,0,0,0,1
0200-23062016_321.wav,0,1,0,0
0200-23062016_322.wav,0,0,0,1
0200-23062016_323.wav,0,0,0,1
0200-23062016_324.wav,0,0,0,1
0200-23062016_325.wav,0,0,0,1
0200-23062016_326.wav,0,0,0,1
0200-23062016_327.wav,0,0,0,1
0200-23062016_328.wav,1,0,0,0
0200-23062016_329.wav,0,0,0,1
0200-23062016_43.wav,0,0,0,1
0200-24032016_274.wav,0,0,0,1
0200-27062016_13.wav,0,0,0,1
0200-27062016_131.wav,0,0,0,1
0200-27062016_134.wav,0,0,0,1
0200-27062016_135.wav,0,1,0,0
0200-27062016_139.wav,0,0,0,1
0200-30052016_187.wav,0,0,0,1
0200-30062016_116.wav,0,0,0,1
0200-30062016_285.wav,0,0,0,1
0210-01042016_127.wav,0,0,0,1
0210-01062016_76.wav,0,0,1,0
0210-03062016_289.wav,0,0,1,0
0210-05072016_285.wav,0,0,0,1
0210-07052016_237.wav,0,0,0,1
0210-08062016_118.wav,0,0,0,1
0210-09032016_316.wav,0,0,0,1
0210-12052016_261.wav,0,0,0,1
0210-16042016_233.wav,0,0,1,0
0210-16052016_25.wav,0,0,0,1
0210-16052016_250.wav,0,0,1,0
0210-16052016_251.wav,0,0,1,0
0210-16052016_252.wav,0,0,1,0
0210-16052016_253.wav,0,0,1,0
0210-16052016_254.wav,0,0,0,1
0210-16052016_256.wav,1,1,0,0
0210-16052016_258.wav,0,0,0,1
0210-16052016_259.wav,0,0,1,0
0210-18052016_127.wav,0,0,0,1
0210-20062016_129.wav,0,1,0,0
0210-23032016_19.wav,1,0,0,0
0210-23032016_190.wav,0,0,0,1
0210-23032016_191.wav,0,0,0,1
0210-23032016_192.wav,0,0,0,1
0210-23032016_193.wav,0,0,0,1
0210-23032016_194.wav,0,0,0,1
0210-23032016_195.wav,0,0,0,1
0210-23032016_196.wav,0,0,0,1
0210-23032016_197.wav,0,0,0,1
0210-23032016_199.wav,0,0,0,1
0210-23032016_43.wav,0,0,0,1
0210-23062016_239.wav,0,0,0,1
0210-24042016_28.wav,0,0,0,1
0210-24042016_280.wav,0,0,0,1
0210-24042016_281.wav,0,0,0,1
0210-24042016_282.wav,0,1,0,0
0210-24042016_283.wav,0,0,0,1
0210-24042016_284.wav,0,0,0,1
0210-24042016_285.wav,0,0,0,1
0210-24042016_286.wav,0,0,0,1
0210-24042016_287.wav,0,0,0,1
0210-24042016_288.wav,0,0,0,1
0210-24042016_289.wav,0,0,0,1
0210-25052016_44.wav,0,0,0,1
0210-26062016_40.wav,0,0,0,1
0210-27032016_24.wav,0,0,1,0
0210-27032016_240.wav,0,0,0,1
0210-27032016_241.wav,0,0,1,0
0210-27032016_242.wav,0,0,0,1
0210-27032016_244.wav,0,0,0,1
0210-27032016_245.wav,0,0,0,1
0210-27032016_247.wav,0,0,0,1
0210-27032016_324.wav,0,0,0,1
0220-03072016_81.wav,0,0,0,1
0220-05072016_282.wav,0,0,0,1
0220-06032016_290.wav,0,0,0,1
0220-06072016_21.wav,0,0,0,1
0220-06072016_210.wav,0,0,0,1
0220-06072016_211.wav,0,0,0,1
0220-06072016_212.wav,0,0,1,0
0220-06072016_214.wav,0,0,1,0
0220-06072016_216.wav,0,0,1,0
0220-06072016_217.wav,0,0,1,0
0220-06072016_218.wav,0,1,1,0
0220-06072016_48.wav,0,0,0,1
0220-07072016_140.wav,0,0,0,1
0220-11072016_8.wav,0,0,0,1
0220-11072016_81.wav,0,0,0,1
0220-11072016_82.wav,0,0,0,1
0220-11072016_83.wav,0,0,0,1
0220-11072016_84.wav,0,0,0,1
0220-11072016_85.wav,0,1,0,0
0220-11072016_86.wav,0,0,0,1
0220-11072016_87.wav,0,0,0,1
0220-11072016_88.wav,0,0,0,1
0220-11072016_89.wav,0,0,0,1
0220-15052016_38.wav,0,0,0,1
0220-17052016_296.wav,0,0,0,1
0220-18062016_113.wav,0,0,0,1
0220-19072016_128.wav,0,0,0,1
0220-20052016_210.wav,0,0,0,1
0220-20062016_199.wav,0,0,0,1
0220-22032016_6.wav,0,0,0,1
0220-22032016_60.wav,0,0,0,1
0220-22032016_61.wav,0,0,0,1
0220-22032016_65.wav,0,0,0,1
0220-22032016_66.wav,0,0,0,1
0220-22032016_67.wav,0,0,0,1
0220-24052016_265.wav,0,0,1,0
0220-28052016_313.wav,0,0,0,1
0220-31032016_38.wav,0,0,0,1
0230-01062016_25.wav,0,0,1,0
0230-01062016_250.wav,0,1,1,0
0230-01062016_251.wav,0,1,0,0
0230-01062016_252.wav,0,1,0,0
0230-01062016_253.wav,0,1,0,0
0230-01062016_254.wav,0,0,1,0
0230-01062016_256.wav,0,1,0,0
0230-01062016_258.wav,0,0,0,1
0230-01062016_259.wav,0,1,0,0
0230-04062016_3.wav,0,0,0,1
0230-04062016_30.wav,0,0,1,0
0230-04062016_301.wav,0,0,0,1
0230-04062016_305.wav,0,0,0,1
0230-04062016_307.wav,0,0,0,1
0230-04062016_308.wav,0,1,0,0
0230-04062016_309.wav,0,0,0,1
0230-04062016_31.wav,0,0,0,1
0230-04062016_310.wav,0,0,0,1
0230-04062016_312.wav,0,1,0,0
0230-04062016_313.wav,0,0,0,1
0230-04062016_314.wav,0,0,0,1
0230-04062016_316.wav,0,1,0,0
0230-04062016_317.wav,0,1,0,0
0230-04062016_318.wav,0,0,0,1
0230-04062016_319.wav,0,0,0,1
0230-04062016_322.wav,0,0,0,1
0230-04062016_323.wav,0,0,0,1
0230-04062016_324.wav,0,1,0,0
0230-04062016_325.wav,0,0,0,1
0230-04062016_326.wav,0,0,0,1
0230-04062016_327.wav,0,0,0,1
0230-04062016_328.wav,0,0,0,1
0230-04062016_329.wav,0,0,0,1
0230-04062016_33.wav,0,0,0,1
0230-04062016_331.wav,0,0,0,1
0230-04062016_37.wav,0,0,0,1
0230-04062016_38.wav,0,0,1,0
0230-04062016_39.wav,0,0,1,0
0230-05072016_86.wav,0,0,0,1
0230-09072016_217.wav,0,0,1,0
0230-09072016_68.wav,0,0,0,1
0230-14052016_293.wav,0,0,0,1
0230-14072016_24.wav,0,0,1,0
0230-14072016_240.wav,0,0,0,1
0230-14072016_241.wav,0,0,1,0
0230-14072016_242.wav,0,1,0,0
0230-14072016_244.wav,0,0,1,0
0230-14072016_245.wav,0,0,0,1
0230-14072016_247.wav,0,0,1,0
0230-17062016_292.wav,0,0,0,1
0230-18032016_234.wav,0,0,0,1
0230-18062016_47.wav,0,0,1,0
0230-19062016_281.wav,0,1,0,0
0230-25042016_88.wav,0,0,0,1
0230-25062016_235.wav,0,1,0,0
0230-26032016_21.wav,0,0,0,1
0230-26032016_210.wav,0,0,0,1
0230-26032016_212.wav,0,0,0,1
0230-26032016_214.wav,0,0,0,1
0230-26032016_215.wav,0,0,0,1
0230-26032016_217.wav,0,0,0,1
0230-26032016_218.wav,0,0,0,1
0230-27062016_12.wav,0,0,1,0
0230-27062016_122.wav,0,1,1,0
0230-27062016_124.wav,0,1,0,0
0230-27062016_125.wav,0,0,0,1
0230-27062016_24.wav,0,0,0,1
0230-27062016_241.wav,0,1,0,0
0230-27062016_242.wav,0,1,0,0
0230-27062016_244.wav,0,1,0,0
0230-27062016_245.wav,0,1,1,0
0230-27062016_247.wav,0,1,0,0
0230-28042016_206.wav,1,0,0,0
0240-01072016_28.wav,1,0,0,0
0240-01072016_281.wav,0,1,0,0
0240-01072016_282.wav,0,1,0,0
0240-01072016_283.wav,0,1,0,0
0240-01072016_284.wav,0,0,0,1
0240-01072016_285.wav,0,1,0,0
0240-02062016_127.wav,0,1,0,0
0240-02062016_326.wav,0,0,0,1
0240-02072016_229.wav,0,1,1,0
0240-02072016_289.wav,0,0,1,0
0240-02072016_49.wav,0,1,0,0
0240-05042016_24.wav,0,0,0,1
0240-05042016_240.wav,0,0,1,0
0240-05042016_241.wav,0,0,1,0
0240-05042016_242.wav,0,0,0,1
0240-05042016_244.wav,0,1,0,0
0240-05042016_245.wav,0,1,0,0
0240-05042016_247.wav,0,0,0,1
0240-10042016_330.wav,0,0,0,1
